GQ Electronics LLC, GMC Data Viewer,Version 2.40
Date Time,uSv/h,CPM,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50,#51,#52,#53,#54,#55,#56,#57,#58,#59,#60,
FEDERAL-WAY,,,
2018-05-15 10:14,Every Minute,38,
2018-05-15 10:15,Every Minute,34,
2018-05-16 08:20,Every Minute,38,
2018-05-16 08:21,Every Minute,42,
2018-05-16 08:22,Every Minute,36,
2018-05-16 08:23,Every Minute,40,
2018-05-16 08:24,Every Minute,39,
2018-05-16 08:25,Every Minute,43,
2018-05-16 08:26,Every Minute,37,
2018-05-16 08:27,Every Minute,41,
2018-05-16 08:28,Every Minute,35,
2018-05-16 08:29,Every Minute,44,
2018-05-16 08:30,Every Minute,38,
2018-05-16 08:31,Every Minute,42,
2018-05-16 08:32,Every Minute,36,
2018-05-16 08:33,Every Minute,40,
2018-05-16 08:34,Every Minute,39,
2018-05-16 08:35,Every Minute,37,
2018-05-16 08:36,Every Minute,45,
2018-05-16 08:37,Every Minute,41,
2018-05-16 08:38,Every Minute,38,
2018-05-16 08:39,Every Minute,34,
2018-05-16 08:40,Every Minute,43,
2018-05-16 08:41,Every Minute,36,
2018-05-16 08:42,Every Minute,40,
2018-05-16 08:43,Every Minute,39,
2018-05-16 08:44,Every Minute,42,
2018-05-16 08:45,Every Minute,37,
2018-05-16 08:46,Every Minute,41,
2018-05-16 08:47,Every Minute,35,
2018-05-16 08:48,Every Minute,44,
2018-05-16 08:49,Every Minute,38,
2018-05-16 08:50,Every Minute,43,
2018-06-20 15:45,Every Minute,19,
2018-06-20 15:46,Every Minute,21,
2018-06-20 15:47,Every Minute,17,
2018-06-20 15:48,Every Minute,23,
2018-06-20 15:49,Every Minute,18,
2018-06-20 15:50,Every Minute,20,
2018-06-20 15:51,Every Minute,16,
2018-06-20 15:52,Every Minute,22,
2018-06-20 15:53,Every Minute,19,
2018-06-20 15:54,Every Minute,24,
2018-06-20 15:55,Every Minute,17,
2018-06-20 15:56,Every Minute,21,
2018-06-20 15:57,Every Minute,18,
2018-06-20 15:58,Every Minute,20,
2018-06-20 15:59,Every Minute,15,
2018-06-20 16:00,Every Minute,23,
2018-06-20 16:01,Every Minute,19,
2018-06-20 16:02,Every Minute,22,
2018-06-20 16:03,Every Minute,16,
2018-06-20 16:04,Every Minute,21,
2018-06-20 16:05,Every Minute,18,
2018-06-20 16:06,Every Minute,20,
2018-06-20 16:07,Every Minute,17,
2018-06-20 16:08,Every Minute,24,
2018-06-20 16:09,Every Minute,19,
2018-06-20 16:10,Every Minute,22,
2018-06-20 16:11,Every Minute,15,
2018-06-20 16:12,Every Minute,21,
2018-06-20 16:13,Every Minute,18,
2018-06-20 16:14,Every Minute,23,
2018-06-20 16:15,Every Minute,20,
2018-06-20 16:16,Every Minute,16,
2018-06-20 16:17,Every Minute,22,
2018-06-20 16:18,Every Minute,19,
2018-06-20 16:19,Every Minute,17,
2018-06-20 16:20,Every Minute,24,
